Employee_ID,Gender,Years_Exp,Years_Seniority,Edu_Level,Perf,Job_Role,Job_Family,Job_Level,Job_Location,Market_Median,Salary,Bonus_FY,Total_Compensation
92800TPE,Male,4.7,3.5,masters,2.6,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,87464.3,12500.3,99964.7
415756I6,Female,5.7,2.2,masters,2.7,Business Analyst,Business Analysis,Mid-Level,"Austin, TX",101357.28,87460.6,12500.3,99960.4
36097UHU,Male,7.8,1.1,masters,2.4,Business Analyst,Business Analysis,Mid-Level,"Seattle, WA",129479.04,87442.2,12500,99942.3
60434GHU,Male,5.6,4,bachelors,4.6,Software Engineer,Software Development,Mid-Level,"Denver, CO",125859.31,84932.2,15000.4,99931.5
12851PFN,Male,6.4,4,bachelors,4.6,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,84932.4,15000,99931.1
135525WL,Male,6.9,3.2,bachelors,2.7,IT Specialist,IT and Systems Management,Mid-Level,"Chicago, IL",95515.15,87407.1,12500.7,99907.1
50487DYV,Female,3.3,0.3,masters,5.9,Business Analyst,Business Analysis,Mid-Level,"San Francisco, CA",166776.48,82375.7,17500.5,99875.3
15323EYK,Male,4.6,0.5,masters,5.6,Business Analyst,Business Analysis,Mid-Level,"San Francisco, CA",166776.48,82375.4,17500,99875.1
6812964L,Male,5.6,3.2,masters,5.2,Budget Analyst,Finance,Mid-Level,"Dallas, TX",81969.36,82372.7,17500.7,99872.7
609090LM,Female,4.7,3.6,bachelors,5.5,Digital Marketing Specialist,Marketing,Mid-Level,"Dallas, TX",74140.94,82371.3,17500.9,99871.8
75393AT9,Male,3.8,0.4,bachelors,4.1,Marketing Specialist,Marketing,Mid-Level,"San Francisco, CA",142965.29,84842.8,15000.5,99842.6
33071VPS,Male,4.7,0.5,masters,1.8,Software Engineer,Software Development,Mid-Level,"Denver, CO",125859.31,89813.8,10000.3,99812.5
80454IXK,Male,7.4,1.2,bachelors,1.8,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,89776.3,10000,99776.1
8076682C,Female,4.8,1.5,masters,1.7,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,89776.4,10000.1,99776.3
83032D7O,Male,7,6.8,bachelors,1.4,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,89776.3,10000.4,99776.9
93376ZJR,Female,6,1,bachelors,4.3,IT Specialist,IT and Systems Management,Mid-Level,"Denver, CO",101233.55,84761.7,15000,99761.2
21662WG1,Female,7,1.4,bachelors,1.8,Business Analyst,Business Analysis,Mid-Level,"Denver, CO",96259.68,89756.2,10000.4,99755.4
87017VZ9,Female,6.8,1.4,doctorate,2.6,Senior Accountant,Finance,Senior-Level,"Austin, TX",114599.58,82252.1,17500.2,99752.6
398559IY,Female,7.4,3.6,masters,4.8,Business Analyst,Business Analysis,Mid-Level,"Atlanta, GA",91332,84707.2,15000.4,99707.7
57616IMM,Female,7.1,4,masters,4.5,Business Analyst,Business Analysis,Mid-Level,"Los Angeles, CA",147235.68,84707,15000.5,99707.4
87894Y23,Male,6.5,4.9,masters,2,System Administrator,IT and Systems Management,Mid-Level,"Dallas, TX",93309.88,87205.1,12500.5,99704.2
45844G3O,Male,6.8,5.2,bachelors,4.1,Accountant,Finance,Mid-Level,"Seattle, WA",122712.48,84694.5,15000.8,99693.9
34962Q9E,Female,7.8,0,bachelors,2.1,IT Specialist,IT and Systems Management,Mid-Level,"Atlanta, GA",96051.25,87190.4,12500,99690.4
21636BAM,Female,7.2,6.8,bachelors,4.4,Business Analyst,Business Analysis,Mid-Level,"Boston, MA",137975.04,84689,15000.7,99688.1
62078T5B,Female,7.1,3.4,masters,2,Sales Representative,Sales,Mid-Level,"Austin, TX",89582.37,87187.7,12500.3,99686.4
40534QSS,Male,4.2,1.7,masters,4.5,Financial Analyst,Finance,Mid-Level,"Chicago, IL",100250.82,84684.1,15000,99683
60334HOR,Female,5.3,4.3,masters,2.6,Business Analyst,Business Analysis,Mid-Level,"Atlanta, GA",91332,87180.3,12500,99679.9
570842BN,Female,4.3,0.6,masters,2.4,Business Analyst,Business Analysis,Mid-Level,"Atlanta, GA",91332,87180.6,12500.6,99679.1
69825GF4,Male,4.4,3.6,masters,2.3,Sales Representative,Sales,Mid-Level,"Seattle, WA",114437.16,87129,12500.7,99628.8
64408B26,Male,5.3,1.2,bachelors,4.2,Business Analyst,Business Analysis,Mid-Level,"Atlanta, GA",91332,84616.6,15000.6,99615.2
42138LHY,Female,4.7,2.3,masters,4.4,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Austin, TX",113239.56,84570.1,15000,99570.2
564710L8,Female,3.4,1.3,masters,1.9,Software Engineer,Software Development,Mid-Level,"Chicago, IL",118749.87,89563.7,10000,99562.4
51350G7U,Male,3,0.3,bachelors,2.9,IT Specialist,IT and Systems Management,Mid-Level,"Los Angeles, CA",154843.55,87036.4,12500.5,99536.7
35211C5R,Female,4.3,0,bachelors,4,Business Analyst,Business Analysis,Mid-Level,"New York, NY",159045.12,84498.4,15000.3,99498.1
35181CFS,Female,4.5,2.8,masters,4.5,IT Specialist,IT and Systems Management,Mid-Level,"San Francisco, CA",175394.05,84493.5,15000.6,99492.9
18503X6I,Male,7.3,0.2,bachelors,4.5,IT Specialist,IT and Systems Management,Mid-Level,"San Francisco, CA",175394.05,84493.2,15000.4,99492.5
51078QVQ,Female,6.4,4.3,masters,2.4,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,86992.2,12500.7,99491
434177CU,Male,4.6,0.1,masters,4.8,Financial Analyst,Finance,Mid-Level,"Dallas, TX",95468.04,84425.6,15000.3,99425.5
24915NRW,Male,5.7,3.2,masters,2,Business Analyst,Business Analysis,Mid-Level,"San Francisco, CA",166776.48,86915.7,12500.3,99414.6
63120ZZ4,Female,4.9,2.1,masters,2.6,Sales Representative,Sales,Mid-Level,"San Francisco, CA",147401.67,86914.6,12500.8,99414.4
85726KHO,Female,7.8,6.4,masters,2.6,UX/UI Designer,Design,Mid-Level,"Chicago, IL",99342.17,86913.8,12500.7,99413
6504650M,Male,7,4.8,bachelors,4.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,81909.8,17500,99409.7
79378SC0,Male,6.2,3.8,masters,5.2,System Administrator,IT and Systems Management,Mid-Level,"Seattle, WA",139689.84,81898.2,17500.3,99397.5
403692IH,Female,7.6,6.6,bachelors,2.8,Learning and Development Specialist,Human Resources,Mid-Level,"San Francisco, CA",157079.26,86883.7,12500,99383.5
8980209K,Female,7.8,5.5,masters,4.9,Learning and Development Specialist,Human Resources,Mid-Level,"Chicago, IL",85541.38,84302.7,15000.2,99301.8
68647C7C,Female,6.8,4.3,bachelors,5.4,Technical Writer,Communication,Mid-Level,"San Francisco, CA",147401.67,81794.4,17500.4,99293.2
55091QES,Male,7.2,0.3,masters,4.6,Quality Assurance Engineer,Quality Assurance,Mid-Level,"New York, NY",177690.24,84289.7,15000,99289.4
749129BN,Female,3.5,1.6,bachelors,1.8,Business Development Representative,Business Development,Mid-Level,"San Francisco, CA",149933.94,89283.1,10000,99282.7
67887A78,Male,4.5,0.4,masters,2.3,Business Analyst,Business Analysis,Mid-Level,"Chicago, IL",90822.24,86766.4,12500.4,99265.1
998353SH,Female,3.8,0,masters,4.2,Business Analyst,Business Analysis,Mid-Level,"Chicago, IL",90822.24,84260.9,15000.8,99260.5
45548JZO,Female,7.3,6.1,masters,4.6,Budget Analyst,Finance,Mid-Level,"Atlanta, GA",86559,84244.9,15000.3,99243.5
28672UJ8,Male,6.8,2,bachelors,2.9,Financial Analyst,Finance,Mid-Level,"Chicago, IL",100250.82,86700.4,12500.4,99200.2
87951A2W,Male,5.9,1,bachelors,2.5,IT Specialist,IT and Systems Management,Mid-Level,"Denver, CO",101233.55,86688,12500.6,99187.1
348589ZG,Male,3.1,0.2,masters,5.7,Data Analyst,Data Science and Engineering,Mid-Level,"Dallas, TX",100344.26,81679.8,17500.1,99178.7
36409LVH,Male,4,0.7,masters,5,Data Analyst,Data Science and Engineering,Mid-Level,"Dallas, TX",100344.26,81679.1,17500.8,99178.1
91454DE3,Female,4.2,0.5,masters,2.4,IT Specialist,IT and Systems Management,Mid-Level,"San Francisco, CA",175394.05,86632.2,12500.8,99131.2
46642S78,Female,3,0.1,masters,2.4,Sales Representative,Sales,Mid-Level,"Seattle, WA",114437.16,86626.5,12500.5,99125
67473V3K,Male,6.2,4,masters,2.4,Sales Representative,Sales,Mid-Level,"San Francisco, CA",147401.67,86626.1,12500.8,99125.4
61673D0E,Female,5,3.5,masters,2.5,Sales Representative,Sales,Mid-Level,"San Francisco, CA",147401.67,86624.4,12500.3,99124
95800OBO,Female,6.4,3.7,bachelors,5.4,Financial Analyst,Finance,Mid-Level,"Dallas, TX",95468.04,81547.1,17500.5,99046.8
39544281,Male,6,2.6,masters,2.3,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Chicago, IL",101469.48,86537,12500.9,99037.5
31079M87,Female,6.5,5.8,bachelors,4,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Atlanta, GA",102039,84031.9,15000.5,99031.8
60310D7P,Male,6.3,1.6,masters,4.4,Business Analyst,Business Analysis,Mid-Level,"Chicago, IL",90822.24,84026.3,15000.7,99025.7
721382W4,Male,7.5,3,bachelors,4.4,Business Analyst,Business Analysis,Mid-Level,"Chicago, IL",90822.24,84026.2,15000.7,99025.5
71188VMN,Male,7,6.7,masters,1.6,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Denver, CO",107544.36,89022.1,10000.5,99022.8
89407HND,Male,5,1.2,masters,4.1,Marketing Specialist,Marketing,Mid-Level,"Austin, TX",86886.19,84019.1,15000.8,99018.8
70406PEE,Male,7,1.5,bachelors,2.2,Accountant,Finance,Mid-Level,"Austin, TX",96060.36,86491.5,12500.5,98991
799689WY,Female,6,0.3,masters,4.6,System Administrator,IT and Systems Management,Mid-Level,"Denver, CO",103850.78,83989.9,15000.9,98988.4
13853JA4,Male,5.1,4.2,bachelors,4.6,Technical Writer,Communication,Mid-Level,"Chicago, IL",80271.21,83951.1,15000.4,98951.5
54566A29,Female,3.7,0.5,bachelors,2.2,Financial Analyst,Finance,Mid-Level,"San Francisco, CA",184090.14,86437.2,12500.7,98936.1
76650UFC,Male,4.7,3.2,bachelors,4.1,Data Analyst,Data Science and Engineering,Mid-Level,"Boston, MA",160077.68,83903.1,15000.7,98903.3
92937LIN,Female,5.9,2,bachelors,2.7,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,86367.9,12500.8,98866.4
190793K8,Male,7.1,1.6,bachelors,2.1,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,86367.6,12500.4,98866.4
92084B0K,Female,5.7,3.6,bachelors,2.1,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,86367.8,12500.4,98866.7
6587449I,Female,3.5,2.1,bachelors,2.1,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,86367.1,12500,98866.9
55044BYY,Female,3.2,1.6,bachelors,2.8,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,86367.7,12500.3,98866.5
178621PX,Male,6.3,3.2,masters,4.6,Business Development Representative,Business Development,Mid-Level,"Atlanta, GA",82108.5,83835.4,15000.6,98835.8
53133EZU,Female,4.3,3.9,bachelors,4.7,Business Development Representative,Business Development,Mid-Level,"Atlanta, GA",82108.5,83835.6,15000.6,98835.7
483291L7,Female,5.9,3,bachelors,2.4,Business Analyst,Business Analysis,Mid-Level,"Atlanta, GA",91332,86325.9,12500.8,98824.3
191268LC,Female,5.4,2.5,masters,2.6,Business Analyst,Business Analysis,Mid-Level,"San Francisco, CA",166776.48,86325.9,12500.5,98824.5
49645G9X,Male,4,0.6,masters,4.6,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,83814,15000.5,98814
54372K4B,Female,6.2,2.1,bachelors,4.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,83814.4,15000.8,98814.1
86675N0P,Male,3.8,0.3,masters,2.1,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,86314.4,12500.5,98813.1
76218XK9,Male,3.3,2.1,bachelors,2.1,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,86314.6,12500.7,98813.7
24656IWG,Female,4.4,2.1,masters,2.8,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,86314,12500.9,98813.7
5553319D,Female,7.5,2.8,masters,2.9,IT Specialist,IT and Systems Management,Mid-Level,"Atlanta, GA",96051.25,86291.2,12500.9,98791.7
131308K1,Female,11.4,9.4,doctorate,1.4,Senior Accountant,Finance,Senior-Level,"Denver, CO",108835.98,83785.5,15000,98784.7
68369DZM,Male,4.2,1.9,masters,4.4,Business Analyst,Business Analysis,Mid-Level,"Atlanta, GA",91332,83761,15000.5,98760.7
14160G1U,Male,4.4,2.4,bachelors,4.1,Data Analyst,Data Science and Engineering,Mid-Level,"Los Angeles, CA",170821.81,83695.5,15000.9,98695.7
783796A1,Male,6.2,4.2,bachelors,4.3,Marketing Specialist,Marketing,Mid-Level,"Seattle, WA",110992.92,83644.3,15000.9,98644.9
53224L48,Female,6.3,5.2,bachelors,1.8,Quality Assurance Engineer,Quality Assurance,Mid-Level,"San Francisco, CA",186327.96,88624.5,10000.9,98623.9
42368EIG,Male,7,5.3,bachelors,1.8,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,88615.5,10000.2,98615
65265D9N,Male,4.1,1.8,masters,1.8,Business Analyst,Business Analysis,Mid-Level,"Los Angeles, CA",147235.68,88602,10000.4,98601.1
70450UVB,Female,3.4,2.3,bachelors,2.1,Business Analyst,Business Analysis,Mid-Level,"Denver, CO",96259.68,86092.4,12500.8,98592.6
76021JHW,Male,7.8,4.8,bachelors,2.9,IT Specialist,IT and Systems Management,Mid-Level,"Austin, TX",106594.55,86087.8,12500.9,98587.5
42152EIL,Male,3.1,2.2,bachelors,4.3,IT Specialist,IT and Systems Management,Mid-Level,"New York, NY",167263.2,83575.8,15000.3,98574.2
41175RGT,Male,6.1,0.2,bachelors,4.9,Financial Analyst,Finance,Mid-Level,"Austin, TX",111879.54,83555.1,15000.2,98554.6
32335YLE,Male,3.3,1.9,masters,2.6,Sales Representative,Sales,Mid-Level,"San Francisco, CA",147401.67,86054.1,12500.7,98553.2
734431P3,Female,5.1,4,masters,2.4,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,86049.3,12500.6,98549
31177N0V,Female,7.8,4.3,bachelors,2.1,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,86049.2,12500.4,98549.7
22962U5T,Male,7.9,6.4,masters,2.5,Talent Acquisition Specialist,Human Resources,Mid-Level,"San Francisco, CA",157079.26,86022.6,12500.3,98522
90646QT8,Female,5.1,2.8,masters,1,Data Analyst,Data Science and Engineering,Mid-Level,"San Francisco, CA",193492.91,88492.3,10000.5,98491.4
57430QES,Male,7.7,4.4,masters,3.4,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,83482.9,15000.2,98482.7
36542N90,Female,4.3,2.7,bachelors,4.9,Sales Representative,Sales,Mid-Level,"Denver, CO",85076.97,83472.3,15000.6,98472.7
23222Z6V,Male,4.3,2,masters,1.1,UX/UI Designer,Design,Mid-Level,"Boston, MA",150918.32,88470.2,10000.8,98469.6
44255T0E,Male,4,0.7,bachelors,4,Talent Acquisition Specialist,Human Resources,Mid-Level,"Chicago, IL",85541.38,83441.2,15000.3,98441.5
89149U21,Female,7.5,5.9,masters,2.6,Financial Analyst,Finance,Mid-Level,"Denver, CO",106252.74,85931.8,12500.7,98431.9
60216TAU,Male,6.5,2.5,masters,3.5,Financial Analyst,Finance,Mid-Level,"San Francisco, CA",184090.14,85931.6,12500.5,98431.2
66586MG5,Male,7.3,4.3,doctorate,4.8,Database Administrator,IT and Systems Management,Senior-Level,"Dallas, TX",103245.56,80928.5,17500.5,98427.4
803235RZ,Male,6.7,3.5,masters,3.6,IT Specialist,IT and Systems Management,Mid-Level,"Dallas, TX",90958.3,85921.7,12500.1,98421.6
406797RT,Female,5.7,3,masters,2.1,IT Specialist,IT and Systems Management,Mid-Level,"Dallas, TX",90958.3,85921.8,12500.4,98421.9
24236P0F,Female,5,4.8,bachelors,3.2,UX/UI Designer,Design,Mid-Level,"Chicago, IL",99342.17,85914.7,12500.4,98414.1
58652M0Z,Male,7.2,3.4,masters,3.3,IT Specialist,IT and Systems Management,Mid-Level,"Seattle, WA",136169.4,85897.9,12500.8,98397.7
51983925,Female,4.5,2.5,masters,4.9,Business Analyst,Business Analysis,Mid-Level,"San Francisco, CA",166776.48,83392.5,15000,98392.9
65476060,Male,4.1,2.4,bachelors,2.1,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Atlanta, GA",102039,85884.6,12500.9,98384.2
91653XW2,Female,7.7,2.5,bachelors,4.5,Sales Representative,Sales,Mid-Level,"San Francisco, CA",147401.67,83376.6,15000.9,98375.2
71166M5X,Female,6,2,bachelors,3.9,Business Analyst,Business Analysis,Mid-Level,"Chicago, IL",90822.24,85853.7,12500.2,98352.2
80156YIL,Female,3.9,2.4,masters,3.9,Data Analyst,Data Science and Engineering,Mid-Level,"San Francisco, CA",193492.91,85842.5,12500.4,98342.3
47903U5N,Female,3.7,2.7,bachelors,2.3,Budget Analyst,Finance,Mid-Level,"New York, NY",150733.44,85803.7,12500.6,98302.7
72774N4U,Male,5.7,0.3,bachelors,3.8,Technical Writer,Communication,Mid-Level,"San Francisco, CA",147401.67,85783,12500,98283
665078Y0,Male,7.9,4.4,bachelors,2.1,Business Development Representative,Business Development,Mid-Level,"Seattle, WA",116403.12,85781.7,12500,98281
79316DE4,Female,3.7,0.3,bachelors,2.6,Sales Representative,Sales,Mid-Level,"Seattle, WA",114437.16,85777.3,12500.7,98276.9
18834ZLX,Male,7.5,1.6,masters,4.4,Marketing Specialist,Marketing,Mid-Level,"Boston, MA",118275.92,83201.7,15000.1,98201.6
78266Q5C,Male,6.2,5.6,masters,2.1,UX/UI Designer,Design,Mid-Level,"Austin, TX",110865.49,85686.2,12500.3,98185.8
26970IVI,Female,6,2.2,masters,3.9,Business Analyst,Business Analysis,Mid-Level,"Los Angeles, CA",147235.68,85681.9,12500.5,98180
43264K5C,Female,6.9,0.1,bachelors,2.8,Business Analyst,Business Analysis,Mid-Level,"Los Angeles, CA",147235.68,85681.1,12500.1,98180
37252KSL,Female,5.8,4.1,bachelors,4.4,IT Specialist,IT and Systems Management,Mid-Level,"Dallas, TX",90958.3,83179.5,15000.7,98179.8
358192X4,Male,5.3,3.4,masters,4.6,IT Specialist,IT and Systems Management,Mid-Level,"Dallas, TX",90958.3,83179.9,15000.7,98179.6
3984829S,Male,5.5,1.2,bachelors,3.2,Accountant,Finance,Mid-Level,"Dallas, TX",81969.36,85667.5,12500.6,98167.4
87357XX6,Female,4.3,2,masters,1.2,UX/UI Designer,Design,Mid-Level,"Denver, CO",105289.69,88158.3,10000.4,98157.6
94119OI7,Male,4.9,3.9,masters,4.6,UX/UI Designer,Design,Mid-Level,"Denver, CO",105289.69,83149,15000.9,98148
16895UP2,Female,3,1.6,masters,4.4,UX/UI Designer,Design,Mid-Level,"Denver, CO",105289.69,83149.9,15000.2,98148.6
65610KSP,Male,5.6,1.1,masters,1.4,System Administrator,IT and Systems Management,Mid-Level,"Dallas, TX",93309.88,88143.4,10000.4,98142.6
85386MKW,Female,5.6,3.3,bachelors,3.4,Customer Success Manager,Customer Service,Mid-Level,"Seattle, WA",117088.92,83141,15000.5,98141
89666GM9,Male,6.1,1.5,bachelors,2.2,Business Analyst,Business Analysis,Mid-Level,"San Francisco, CA",166776.48,85640.4,12500.1,98140.7
14481IN9,Female,4,3.2,masters,2.4,Business Development Representative,Business Development,Mid-Level,"Denver, CO",86538.54,85632.3,12500.2,98131.4
533943HY,Male,5,0.8,masters,4.6,Business Analyst,Business Analysis,Mid-Level,"San Francisco, CA",166776.48,83113.6,15000.1,98112
27545R6P,Male,12.1,11.6,doctorate,2.8,Database Administrator,IT and Systems Management,Senior-Level,"Denver, CO",114908.86,83092.6,15000.4,98091.7
75982IPH,Female,7.7,2.4,bachelors,3.8,System Administrator,IT and Systems Management,Mid-Level,"San Francisco, CA",179928.58,85580,12500.2,98079.8
40275V0V,Female,7.9,5.6,masters,4.1,UX/UI Designer,Design,Mid-Level,"Los Angeles, CA",161047.69,83069.1,15000.2,98068.3
52264QX7,Female,3.4,1,bachelors,3.7,IT Specialist,IT and Systems Management,Mid-Level,"San Francisco, CA",175394.05,85562.9,12500,98062.3
952406YN,Male,4.2,0.4,bachelors,2.4,IT Specialist,IT and Systems Management,Mid-Level,"San Francisco, CA",175394.05,85562.1,12500,98062.6
954773SI,Female,7.2,3.5,bachelors,2.7,UX/UI Designer,Design,Mid-Level,"Dallas, TX",94602.74,85561.3,12500.1,98061.9
36678SXS,Male,6.8,3.3,bachelors,1.9,Digital Marketing Specialist,Marketing,Mid-Level,"Los Angeles, CA",126214.39,88050.6,10000.6,98049.4
590262ZC,Male,10.7,0,bachelors,3.4,Senior Accountant,Finance,Senior-Level,"Boston, MA",156001.44,80547.9,17500.9,98046.9
58044CHS,Male,5.1,4,bachelors,2.1,Auditor,Finance,Mid-Level,"Atlanta, GA",82592.25,85528.1,12500,98028.1
82049EAQ,Female,5.9,4.2,bachelors,3.2,Business Development Representative,Business Development,Mid-Level,"Dallas, TX",77754.84,85522.9,12500.5,98022.1
887826FB,Male,5.6,4.2,masters,3.6,Financial Analyst,Finance,Mid-Level,"New York, NY",175556.16,85498.3,12500.4,97997.4
75650STO,Female,5.5,2.5,bachelors,3.9,IT Specialist,IT and Systems Management,Mid-Level,"Chicago, IL",95515.15,85486.2,12500.8,97986.4
58603X6Y,Female,4.1,0.1,bachelors,4.6,System Administrator,IT and Systems Management,Mid-Level,"Los Angeles, CA",158846.78,82984.4,15000.5,97983.8
694994GM,Male,6.2,0.1,bachelors,2.1,Business Analyst,Business Analysis,Mid-Level,"Atlanta, GA",91332,85470.2,12500.3,97970.6
91914V2G,Male,7.3,5.8,masters,2.2,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,85462.3,12500.3,97961.4
42698Y9P,Male,3,0.1,masters,2.1,Marketing Specialist,Marketing,Mid-Level,"Boston, MA",118275.92,85434.5,12500.6,97934.8
55949WBQ,Male,7.6,2.8,masters,3.9,Digital Marketing Specialist,Marketing,Mid-Level,"Atlanta, GA",78292.25,85434.8,12500.2,97934.5
75780JU3,Male,7.5,1.2,bachelors,3.4,Business Analyst,Business Analysis,Mid-Level,"Boston, MA",137975.04,85426.9,12500.9,97926.8
38642X75,Female,4.3,3.5,masters,1.7,IT Specialist,IT and Systems Management,Mid-Level,"Seattle, WA",136169.4,87918.6,10000.7,97918.1
